reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
cf6572d1-8685-491b-bda1-ec2bf8163a3f,Irma Marlisah,https://play-lh.googleusercontent.com/a/ACg8ocK9kcfbgES-o4EWlv-xo-yv4GfyK3kf3JYyAyFp-8gwJb6WoA=mo,"Rada kesel pengen nonton, udah coba buat bayar yg perbulan tapi gak bisa""",3,0,12.4.9,2022-12-31 22:23:16,"Hai Najlan, Kami mohon maaf atas ketidaknyamannya. Silakan kirimkan email kepada kami di disneyplus.id@hotstar.com dengan nomor ponsel langganan kamu, detail perangkat (Merek/ Tipe), versi OS & versi aplikasi, nama konten dan foto dari kendala yang dialami sehingga kami dapat membantu kamu. Terima kasih",2023-01-02 14:48:58,12.4.9
6c9b654d-a180-4306-86f9-b9fdf86ce1da,Y,https://play-lh.googleusercontent.com/a-/ALV-UjU5n6S0NdWdquFLV1zNF52pHzNAbCWqdoyJTW1uCDsQ5ytiSbmr,Hebat,5,0,,2022-12-31 19:50:14,,,
64f12787-f1e3-4fdd-9be1-6fefdc7c760e,Rafqa Syamil26,https://play-lh.googleusercontent.com/a/ACg8ocLHR2ITwmKEduflJHoyx7UFAT7bOJd0MgNjQCrQq8cNMDcaRg=mo,"Ga bisa"" mutar video",1,0,,2022-12-31 18:58:09,"Hai Rafqa, mohon maaf atas ketidaknyamannya. Mohon kirimkan email kepada kami di disneyplus.id@hotstar.com dengan nomor ponsel langganan kamu, detail perangkat (make / model), versi OS & versi aplikasi, nama konten dan tangkapan layar dari kendala yang dialami sehingga kami dapat membantu kamu. Terima kasih.",2023-01-02 14:50:35,
2a0648fd-800c-42fc-bfc6-b21c77cd0cc9,Ardhy Ekanandar,https://play-lh.googleusercontent.com/a/ACg8ocI4B51M7_ILWGmSxWaNehO9ziUB8GIK1oktYOCdvbP5tW5aJQ=mo,Apk tidak guna,1,0,,2022-12-31 18:43:05,,,
eec19d5c-2174-4bc2-8675-3827658274c5,zea Hardjadinata,https://play-lh.googleusercontent.com/a/ACg8ocKtS4KzmIOSo0zGnkP_4MeOc325Vq0cpctK_u2InuFDtMwOAQ=mo,Why keris siamang tunggal upin ipin movie cant play?,3,0,12.4.9,2022-12-31 15:39:49,"Hai, mohon maaf atas ketidaknyamannya. Mohon kirimkan email kepada kami di disneyplus.id@hotstar.com dengan nomor ponsel langganan kamu, detail perangkat (make/model), versi OS & versi aplikasi, dan tangkapan layar dari kendala yang dialami sehingga kami dapat membantu kamu.",2023-01-02 14:49:24,12.4.9
ef492937-e02a-4d22-b9ab-62fe5bd3e7df,Hafidin Nuri,https://play-lh.googleusercontent.com/a/ACg8ocLTIvzL5lbrG0Jus4G5Uq8SA_ysivTumcqPIeWNELvDP9KD_ZM=mo,Mantap sih cuman masih kurang film nya,4,0,,2022-12-31 15:21:26,,,
545fd05e-0a40-4a97-9fbf-7736479a6c77,BINTANG MUSIK 2,https://play-lh.googleusercontent.com/a/ACg8ocKkTwurL4aXbjpOeCTY-V_CN80-jHtSA5J9ZkVfKPjCtADMYQ=mo,GK ada yg gratisan gak papa harus nonton iklan yg penting bisa nonton,1,0,12.4.9,2022-12-31 09:21:31,,,12.4.9
873c1f0c-b759-497b-84f7-3711983eb2ac,Adam1,https://play-lh.googleusercontent.com/a-/ALV-UjWgqXGtjQAVIM4Y-HOneZNfORX6CLnAi-qsVZEuYq_61pzbEZfT,"Cok ngapain gw beli Disney dulu, Mending beli netfilx, Film nya lengkap, Gak kayak disney",1,0,12.4.2,2022-12-31 02:18:41,,,12.4.2
7ef72937-f86c-443c-a296-b3afc2d6df50,AryaAr Maulana,https://play-lh.googleusercontent.com/a/ACg8ocKGxaZLd583a90Jkhj5Lzdj0BJHtojREKopSpiHTnd5sdqy5Q=mo,Sebenrnua sih apk ini bagus cuma nak nonton Vidio yang ku suka malah harus bayar dulu,2,0,,2022-12-31 00:19:37,,,
63dd8daf-e81d-4a17-b69e-17cf549cfee8,septio dema pratama,https://play-lh.googleusercontent.com/a-/ALV-UjWKpHAoQsD2Zqg-0dD7MzDxH00Je2rj4aqw8Xv7WMDFtJSTHLwx,Video nya putus-putus padahal udah pake wifi,1,0,12.4.9,2022-12-30 20:08:31,"Hai Septio, kami mohon maaf atas ketidaknyamanannya. Mohon informasikan kepada kami rincian kendala kamu melalui email di disneyplus.id@hotstar.com disertai nomor telepon kamu yang terdaftar, merek/tipe/model dan versi perangkat, versi Aplikasi Disney+ Hotstar, foto kendala, judul konten dan jaringan yang kamu gunakan. Terima kasih.",2023-01-02 14:55:09,12.4.9
